,start,end,type
4721,Ragusa,Palazzo della Cancelleria,HAS_ACTIVITY
4722,Ragusa,Piazza IX Aprile,HAS_ACTIVITY
4723,Ragusa,Piazza del Municipio - Forza d’Agrò,HAS_ACTIVITY
4724,Ragusa,Porta Catania,HAS_ACTIVITY
4725,Ragusa,Porta Messina,HAS_ACTIVITY
4726,Ragusa,Ragusa Ibla,HAS_ACTIVITY
4727,Ragusa,Regina Lucia Ristorante (Siracusa),HAS_RESTAURANT
4728,Ragusa,Santa Maria dello Spasimo Kilisesi,HAS_ACTIVITY
4729,Ragusa,Savoca köyü gezisi,HAS_ACTIVITY
4730,Ragusa,"Senglea, Vittoriosa ve Cospicua üçlü gezisi",HAS_ACTIVITY
4731,Ragusa,Siracusa ve Noto ziyaretleri,HAS_ACTIVITY
4732,Ragusa,Syracuse Katedrali,HAS_ACTIVITY
4733,Ragusa,Taormina şehir turu,HAS_ACTIVITY
4734,Ragusa,Teatro Greco,HAS_ACTIVITY
4735,Ragusa,Valletta şehir turu,HAS_ACTIVITY
4736,Ragusa,Villa Comunale Bahçeleri,HAS_ACTIVITY
4737,Ragusa,İstanbul – Katanya uçuşu TK 1395,HAS_ACTIVITY
4738,Ranthambore,Amber Kalesi ziyareti,HAS_ACTIVITY
4739,Ranthambore,Bishnoi köyü safari gezisi,HAS_ACTIVITY
4740,Ranthambore,Bundi Palace ve Chitra Shala gezisi,HAS_ACTIVITY
4741,Ranthambore,Delhi şehir turu,HAS_ACTIVITY
4742,Ranthambore,Elephanta Adası ve Trimurti heykeli ziyareti,HAS_ACTIVITY
4743,Ranthambore,Humayun’un Türbesi ziyareti,HAS_ACTIVITY
4744,Ranthambore,Jaipur City Palace gezisi,HAS_ACTIVITY
4745,Ranthambore,Jodhpur Mehrangarh Kalesi gezisi,HAS_ACTIVITY
4746,Ranthambore,Mumbai şehir turu,HAS_ACTIVITY
4747,Ranthambore,Ranakpur Jain Tapınakları ziyareti,HAS_ACTIVITY
4748,Ranthambore,Ranthambore Milli Parkı’nda jeep safari,HAS_ACTIVITY
4749,Ranthambore,Udaipur City Palace ve göl çevresi gezisi,HAS_ACTIVITY
4750,Ras Al Khaimah,"Address Dubai Mall, Dubai",HAS_HOTEL
4751,Ras Al Khaimah,Dubai Autodrome Circuit,HAS_ACTIVITY
4752,Ras Al Khaimah,Estiatorio Milos Dubai,HAS_RESTAURANT
4753,Ras Al Khaimah,Ferrari World Abu Dhabi – Driving Experience,HAS_ACTIVITY
4754,Ras Al Khaimah,Hakkasan Abu Dhabi,HAS_RESTAURANT
4755,Ras Al Khaimah,La Cantine Beach,HAS_RESTAURANT
4756,Ras Al Khaimah,"Louvre Museum, Abu Dhabi",HAS_ACTIVITY
4757,Ras Al Khaimah,New Year's Eve Celebration - The Restaurant at Address Dubai Mall,HAS_ACTIVITY
4758,Ras Al Khaimah,Sunset Electric Dragon Boat Experience - Jubail Mangrove Park,HAS_ACTIVITY
4759,Ras Al Khaimah,The Guild Dubai,HAS_RESTAURANT
4760,Ras Al Khaimah,The MAINE Oyster Bar & Grill JBR,HAS_RESTAURANT
4761,Ras Al Khaimah,The Restaurant at Address Dubai Mall,HAS_RESTAURANT
4762,Ras Al Khaimah,The Ritz Carlton Ras Al Khaimah,HAS_HOTEL
4763,Ras Al Khaimah,"The St. Regis Saadiyat Island Resort, Abu Dhabi",HAS_HOTEL
4764,Ras Al Khaimah,Ula Beach RAK,HAS_RESTAURANT
4765,Ras Al Khaimah,WHITE Beach Dubai,HAS_RESTAURANT
4766,Ras Al Khaimah,Çöl Safarisi,HAS_ACTIVITY
4767,Ras Al Khaimah,Çölde Akşam Yemeği,HAS_ACTIVITY
4768,Ravello,Amalfi Kasabası Gezisi,HAS_ACTIVITY
4769,Ravello,Basilica di Sant’Antonino,HAS_ACTIVITY
4770,Ravello,Bottega Della Tarsia Lignea Müzesi,HAS_ACTIVITY
4771,Ravello,Castel dell’Ovo,HAS_ACTIVITY
4772,Ravello,Cattedrale di Sant’Andrea,HAS_ACTIVITY
4773,Ravello,Duomo di Napoli,HAS_ACTIVITY
4774,Ravello,Hotel Rufolo,HAS_HOTEL
4775,Ravello,Il Pio Monte della Misericordia,HAS_ACTIVITY
4776,Ravello,Napoli Şehri Gezisi,HAS_ACTIVITY
4777,Ravello,Palazzo Reale,HAS_ACTIVITY
4778,Ravello,Piazza Duomo,HAS_ACTIVITY
4779,Ravello,Piazza Tasso,HAS_ACTIVITY
4780,Ravello,Piazza dei Dogi,HAS_ACTIVITY
4781,Ravello,Piazza dello Spirito Santo,HAS_ACTIVITY
4782,Ravello,Pompei Şehri Ziyareti,HAS_ACTIVITY
4783,Ravello,Ravello - Villa Cimbrone Bahçesi,HAS_ACTIVITY
4784,Ravello,Ravello - Villa Rufolo,HAS_ACTIVITY
4785,Ravello,Sedile Dominova,HAS_ACTIVITY
4786,Ravello,Sorrento Gezisi,HAS_ACTIVITY
4787,Ravello,Sorrento Peninsula Arkeoloji Müzesi,HAS_ACTIVITY
4788,Ravello,Villa Piedimonte,HAS_HOTEL
4789,Reine,Henningsvær gezisi,HAS_ACTIVITY
4790,Reine,Kayaking özel turu,HAS_ACTIVITY
4791,Reine,Midnight Sun Safari,HAS_ACTIVITY
4792,Reine,Rehberli hiking ve çevre gezisi,HAS_ACTIVITY
4793,Reine,Restaurant Nyvågar,HAS_RESTAURANT
4794,Reine,Sea Eagle RIB Boat Safari,HAS_ACTIVITY
4795,Reine,Svolvær gezisi,HAS_ACTIVITY
4796,Reine,Å köyü gezisi,HAS_ACTIVITY
4797,Rio de Janeiro,Amanhã (Yarının Müzesi),HAS_ACTIVITY
4798,Rio de Janeiro,Belediye Binası,HAS_ACTIVITY
4799,Rio de Janeiro,Buenos Aires Modern Sanat Müzesi,HAS_ACTIVITY
4800,Rio de Janeiro,Buenos Aires Restaurant Önerileri,HAS_RESTAURANT
4801,Rio de Janeiro,Cape Horn,HAS_ACTIVITY
4802,Rio de Janeiro,Casa Rosada,HAS_ACTIVITY
4803,Rio de Janeiro,Cristo Redentor Heykeli - Corcovado,HAS_ACTIVITY
4804,Rio de Janeiro,Fervor Restaurant,HAS_RESTAURANT
4805,Rio de Janeiro,Harabeler Parkı - Rio,HAS_ACTIVITY
4806,Rio de Janeiro,Iguazú Milli Parkı,HAS_ACTIVITY
4807,Rio de Janeiro,Iguazú Şelaleleri,HAS_ACTIVITY
4808,Rio de Janeiro,Iguazú Şelaleleri Milli Parkı,HAS_ACTIVITY
4809,Rio de Janeiro,La Boca,HAS_ACTIVITY
4810,Rio de Janeiro,La Boca Semti,HAS_ACTIVITY
4811,Rio de Janeiro,La Cabrera Restaurant,HAS_RESTAURANT
4812,Rio de Janeiro,Leblon Plajı,HAS_ACTIVITY
4813,Rio de Janeiro,Macuco Safarisi,HAS_ACTIVITY
4814,Rio de Janeiro,Magdalena Adası,HAS_ACTIVITY
4815,Rio de Janeiro,Merkez Postane,HAS_ACTIVITY
4816,Rio de Janeiro,Museu da Chácara do Céu,HAS_ACTIVITY
4817,Rio de Janeiro,Palermo,HAS_ACTIVITY
4818,Rio de Janeiro,Palermo Soho,HAS_ACTIVITY
4819,Rio de Janeiro,Park Hyatt - Palacio Duhau Hotel,HAS_HOTEL
4820,Rio de Janeiro,Pepe Plajı,HAS_ACTIVITY
4821,Rio de Janeiro,Plaza Dorrego,HAS_ACTIVITY
4822,Rio de Janeiro,Plaza de Armas,HAS_ACTIVITY
4823,Rio de Janeiro,Plaza de Mayo,HAS_ACTIVITY
4824,Rio de Janeiro,Plaza de Mayo - Buenos Aires,HAS_ACTIVITY
4825,Rio de Janeiro,Recoleta Mezarlığı,HAS_ACTIVITY
4826,Rio de Janeiro,Recoleta Semti,HAS_ACTIVITY
4827,Rio de Janeiro,Rio Restaurant Önerileri,HAS_RESTAURANT
4828,Rio de Janeiro,Rojo Tango Gösterisi,HAS_ACTIVITY
4829,Rio de Janeiro,San Telmo,HAS_ACTIVITY
4830,Rio de Janeiro,San Telmo Semti,HAS_ACTIVITY
4831,Rio de Janeiro,Santa Teresa Semti - Rio,HAS_ACTIVITY
4832,Rio de Janeiro,Santiago Katedrali,HAS_ACTIVITY
4833,Rio de Janeiro,Sao Conrado Plajı,HAS_ACTIVITY
4834,Rio de Janeiro,Satyricon Restaurant,HAS_RESTAURANT
4835,Rio de Janeiro,Sugar Loaf Dağı,HAS_ACTIVITY
4836,Rio de Janeiro,Tigre Delta Tekne Gezisi,HAS_ACTIVITY
4837,Rio de Janeiro,Tijuca Ormanı ve Vista Chinesa,HAS_ACTIVITY
4838,Rio de Janeiro,Ulusal Tarih Müzesi,HAS_ACTIVITY
4839,Rio de Janeiro,Vista Chinesa,HAS_ACTIVITY
4840,Roma,Antico Ristorante Paoli 1827,HAS_RESTAURANT
4841,Roma,Antinori nel Chianti Classico Şaraphanesi,HAS_ACTIVITY
4842,Roma,Buca Lapi,HAS_RESTAURANT
4843,Roma,Buca Mario,HAS_RESTAURANT
4844,Roma,Cortona Tarihi Sokaklar,HAS_ACTIVITY
4845,Roma,Hotel Cerretani Firenze – Mgallery,HAS_HOTEL
4846,Roma,Orvieto Katedrali,HAS_ACTIVITY
4847,Roma,Orvieto Yer Altı Tünelleri,HAS_ACTIVITY
4848,Roma,Osteria delle Tre Panche,HAS_RESTAURANT
4849,Roma,Palazzo Vecchio,HAS_ACTIVITY
4850,Roma,Piazza della Signoria,HAS_ACTIVITY
4851,Roma,Ristorante Storico Sabatini,HAS_RESTAURANT
4852,Roma,San Gimignano UNESCO Dünya Mirası,HAS_ACTIVITY
4853,Roma,Santa Maria del Fiore Katedrali,HAS_ACTIVITY
4854,Roma,Siena Şehir Merkezi,HAS_ACTIVITY
4855,Roma,Uffizi Galerisi,HAS_ACTIVITY
4856,Roma,Vaftizhane (Battistero di San Giovanni),HAS_ACTIVITY
4857,Ronda,Alcazaba,HAS_ACTIVITY
4858,Ronda,Alcazar Kalesi - Córdoba,HAS_ACTIVITY
4859,Ronda,Alcázar - Sevilla,HAS_ACTIVITY
4860,Ronda,Altın Kule (Torre del Oro),HAS_ACTIVITY
4861,Ronda,Capilla Real,HAS_ACTIVITY
4862,Ronda,Carmen de los Mártires Bahçesi,HAS_ACTIVITY
4863,Ronda,Casa del Rey Moro,HAS_ACTIVITY
4864,Ronda,Comendadoras de Santiago,HAS_ACTIVITY
4865,Ronda,Cordoba turu,HAS_ACTIVITY
4866,Ronda,Dominicans of Santo Domingo,HAS_ACTIVITY
4867,Ronda,El Alamillo Köprüsü,HAS_ACTIVITY
4868,Ronda,El Tajo Kanyonu,HAS_ACTIVITY
4869,Ronda,Elhamra Sarayı,HAS_ACTIVITY
4870,Ronda,Elhamra Sarayı gezisi,HAS_ACTIVITY
4871,Ronda,Fundación Rodriguez-Acosta Sanat Müzesi,HAS_ACTIVITY
4872,Ronda,Generalife Bahçeleri,HAS_ACTIVITY
4873,Ronda,Giralda Kulesi,HAS_ACTIVITY
4874,Ronda,"Granada şehir merkezi turu (Realejo Mahallesi, Capilla Real, Katedral, Madraza)",HAS_ACTIVITY
4875,Ronda,Las Granadas Kapısı,HAS_ACTIVITY
4876,Ronda,Maria Luisa Parkı,HAS_ACTIVITY
4877,Ronda,Mezquita Camii - Córdoba,HAS_ACTIVITY
4878,Ronda,Musevi Mahallesi - Córdoba,HAS_ACTIVITY
4879,Ronda,Nasrid Sarayı,HAS_ACTIVITY
4880,Ronda,Partal,HAS_ACTIVITY
4881,Ronda,Plaza Corredera - Córdoba,HAS_ACTIVITY
4882,Ronda,Plaza de Toros - Ronda,HAS_ACTIVITY
4883,Ronda,Puente Nuevo - Ronda,HAS_ACTIVITY
4884,Ronda,Realejo Mahallesi,HAS_ACTIVITY
4885,Ronda,Ronda Tarihi Sokakları,HAS_ACTIVITY
4886,Ronda,Ronda gezisi,HAS_ACTIVITY
4887,Ronda,Sevilla Katedrali,HAS_ACTIVITY
4888,Ronda,Sevilla şehir turu,HAS_ACTIVITY
4889,Rotorua,Auckland Şehir Gezisi,HAS_ACTIVITY
4890,Rotorua,Blue Mountains Gezisi,HAS_ACTIVITY
4891,Rotorua,Bondi Plajı,HAS_ACTIVITY
4892,Rotorua,Botanik Bahçeleri - Sydney,HAS_ACTIVITY
4893,Rotorua,Flinders Chase National Park,HAS_ACTIVITY
4894,Rotorua,Hyde Park,HAS_ACTIVITY
4895,Rotorua,Intercontinental Hotel Wellington,HAS_HOTEL
4896,Rotorua,JW Marriott Gold Coast Resort & Spa,HAS_HOTEL
4897,Rotorua,JW Marriott Hotel Singapore South Beach,HAS_HOTEL
4898,Rotorua,Macquarie Caddesi,HAS_ACTIVITY
4899,Rotorua,Mrs Macquarie’s Chair,HAS_ACTIVITY
4900,Rotorua,Oxford Caddesi,HAS_ACTIVITY
4901,Rotorua,Paddington,HAS_ACTIVITY
4902,Rotorua,Park Hyatt Sydney,HAS_HOTEL
4903,Rotorua,Peppers Blue Water Resort Lake Tekapo,HAS_HOTEL
4904,Rotorua,Pullman Rotorua,HAS_HOTEL
4905,Rotorua,Queenstown Panoramik Gezisi,HAS_ACTIVITY
4906,Rotorua,Seal Bay Conservation Park,HAS_ACTIVITY
4907,Rotorua,St. Mary Katedrali,HAS_ACTIVITY
4908,Rotorua,Sydney Harbour Marriott Hotel at Circular Quay,HAS_HOTEL
4909,Rotorua,Sydney Harbour Tekne Turu & Havai Fişek Gösterisi,HAS_ACTIVITY
4910,Rotorua,Sydney Köprüsü,HAS_ACTIVITY
4911,Rotorua,Sydney Opera Binası,HAS_ACTIVITY
4912,Rotorua,Sydney Opera Binası & Harbour Bridge,HAS_ACTIVITY
4913,Rotorua,Te Puia Maori Dansı ve Gayzerler,HAS_ACTIVITY
4914,Rotorua,The Rees Hotel & Luxury Apartments,HAS_HOTEL
4915,Rotorua,The Rocks,HAS_ACTIVITY
4916,Rotorua,Weta Workshop,HAS_ACTIVITY
4917,Roussillon,Arles Gezisi,HAS_ACTIVITY
4918,Roussillon,Arles Luma Müzesi ziyareti,HAS_ACTIVITY
4919,Roussillon,Arles şehir gezisi,HAS_ACTIVITY
4920,Roussillon,Chateau La Coste Art Tour,HAS_ACTIVITY
4921,Roussillon,Chateau d’Estoublon,HAS_RESTAURANT
4922,Roussillon,Château La Coste,HAS_RESTAURANT
4923,Roussillon,Château La Coste şarap evi ve bahçeleri ziyareti,HAS_ACTIVITY
4924,Roussillon,Gordes Gezisi,HAS_ACTIVITY
4925,Roussillon,Gordes ve Roussillon köy gezileri,HAS_ACTIVITY
4926,Roussillon,Les Baux-de-Provence Gezisi,HAS_ACTIVITY
4927,Roussillon,L’Isle-sur-la-Sorgue Gezisi,HAS_ACTIVITY
4928,Roussillon,Mirabeau Caddesi’nde gezinti,HAS_ACTIVITY
4929,Roussillon,Provence manzaraları ve şato ziyareti,HAS_ACTIVITY
4930,Roussillon,Roussillon Gezisi,HAS_ACTIVITY
4931,Roussillon,Roussillon ve Gordes gezisi,HAS_ACTIVITY
4932,Roussillon,Saint-Rémy-de-Provence Gezisi,HAS_ACTIVITY
4933,Roussillon,Sanat atölyeleri ve butik mağazalar,HAS_ACTIVITY
4934,Roussillon,Tadao Ando Café Restaurant,HAS_RESTAURANT
4935,Rovaniemi,Arctic Restaurant,HAS_RESTAURANT
4936,Rovaniemi,Arctic TreeHouse Hotel,HAS_HOTEL
4937,Rovaniemi,Aurora Borealis Macerası,HAS_ACTIVITY
4938,Rovaniemi,Cam Igloo Deneyimi,HAS_ACTIVITY
4939,Rovaniemi,Glass Restaurant - Santa Claus Village,HAS_RESTAURANT
4940,Rovaniemi,Gustav Kitchen & Bar,HAS_RESTAURANT
4941,Rovaniemi,Husky Safari,HAS_ACTIVITY
4942,Rovaniemi,Ice Restaurant,HAS_RESTAURANT
4943,Rovaniemi,Kar Ayakkabısı Yürüyüşü,HAS_ACTIVITY
4944,Rovaniemi,Kar Bisikleti Turu,HAS_ACTIVITY
4945,Rovaniemi,Kicksled Deneyimi,HAS_ACTIVITY
4946,Rovaniemi,Kota Restaurant,HAS_RESTAURANT
4947,Rovaniemi,Kızaklı Sandalye,HAS_ACTIVITY
4948,Rovaniemi,MonteRosa Restaurant,HAS_RESTAURANT
4949,Rovaniemi,Rakas Restaurant & Bar,HAS_RESTAURANT
4950,Rovaniemi,Reindeer Safari,HAS_ACTIVITY
4951,Rovaniemi,Santa Claus Village Gezisi,HAS_ACTIVITY
4952,Rovaniemi,Santa’s Igloos Arctic Circle,HAS_HOTEL
4953,Rovaniemi,Snowmobile Safari,HAS_ACTIVITY
4954,SALZBURG TURU 20 – 25 ARALIK,2025-12-20,HAS_DATE_START
4955,SALZBURG TURU 20 – 25 ARALIK,2025-12-25,HAS_DATE_END
4956,SALZBURG TURU 20 – 25 ARALIK,Almanya,HAS_COUNTRY
4957,SALZBURG TURU 20 – 25 ARALIK,Avusturya,HAS_COUNTRY
4958,SALZBURG TURU 20 – 25 ARALIK,Berchtesgaden,HAS_CITY
4959,SALZBURG TURU 20 – 25 ARALIK,Hallstatt,HAS_CITY
4960,SALZBURG TURU 20 – 25 ARALIK,Kış,HAS_SEASON
4961,SALZBURG TURU 20 – 25 ARALIK,Salzburg,HAS_CITY
4962,SALZBURG TURU 20 – 25 ARALIK,St Wolfgang,HAS_CITY
4963,SUMMER EUROPE 2024,CITY BREAK,HAS_HIGHLIGHT
4964,SUMMER EUROPE 2024,FRANCE,HAS_COUNTRY
4965,SUMMER EUROPE 2024,HISTORY,HAS_HIGHLIGHT
4966,SUMMER EUROPE 2024,ITALY,HAS_COUNTRY
4967,SUMMER EUROPE 2024,PARIS,HAS_CITY
4968,SUMMER EUROPE 2024,PLANE,HAS_TRANSPORT
4969,SUMMER EUROPE 2024,ROME,HAS_CITY
4970,SUMMER EUROPE 2024,TRAIN,HAS_TRANSPORT
4971,SUMMER EUROPE 2025,CITY BREAK,HAS_HIGHLIGHT
4972,SUMMER EUROPE 2025,FRANCE,HAS_COUNTRY
4973,SUMMER EUROPE 2025,HISTORY,HAS_HIGHLIGHT
4974,SUMMER EUROPE 2025,ITALY,HAS_COUNTRY
4975,SUMMER EUROPE 2025,PARIS,HAS_CITY
4976,SUMMER EUROPE 2025,PLANE,HAS_TRANSPORT
4977,SUMMER EUROPE 2025,ROME,HAS_CITY
4978,SUMMER EUROPE 2025,TRAIN,HAS_TRANSPORT
4979,SUMMER GREECE 2025,ATHENS,HAS_CITY
4980,SUMMER GREECE 2025,BUS,HAS_TRANSPORT
4981,SUMMER GREECE 2025,CITY BREAK,HAS_HIGHLIGHT
4982,SUMMER GREECE 2025,CULTURE,HAS_HIGHLIGHT
4983,SUMMER GREECE 2025,GREECE,HAS_COUNTRY
4984,SUMMER GREECE 2025,PLANE,HAS_TRANSPORT
4985,SUMMER GREECE 2025,THESSALONIKI,HAS_CITY
4986,Sabi Sabi,Akşam safari,HAS_ACTIVITY
4987,Sabi Sabi,Boulders Beach penguen kolonisi ziyareti,HAS_ACTIVITY
4988,Sabi Sabi,Cape Point gezisi,HAS_ACTIVITY
4989,Sabi Sabi,Cape Town şehir turu,HAS_ACTIVITY
4990,Sabi Sabi,Delaire Graff,HAS_RESTAURANT
4991,Sabi Sabi,Four Seasons Hotel The Westcliff,HAS_HOTEL
4992,Sabi Sabi,Franschhoek ve Stellenbosch şarap bağları gezisi,HAS_ACTIVITY
4993,Sabi Sabi,Iziko Müzesi ziyareti,HAS_ACTIVITY
4994,Sabi Sabi,Johannesburg şehir turu,HAS_ACTIVITY
4995,Sabi Sabi,Sabah ve akşam safarileri,HAS_ACTIVITY
4996,Sabi Sabi,Zeitz MOCAA ziyareti,HAS_ACTIVITY
4997,Sabi Sand,Cape Town V&A Waterfront gezisi,HAS_ACTIVITY
4998,Sabi Sand,Cape Town şehir turu ve çevre gezileri,HAS_ACTIVITY
4999,Sabi Sand,Sabi Sabi Little Bush Camp,HAS_HOTEL
5000,Sabi Sand,Sabi Sabi’de sabah ve akşam safari turları,HAS_ACTIVITY
5001,Sabi Sand,The Table Bay,HAS_HOTEL
5002,Sacred Valley,Belmond Miraflores Park (Lima),HAS_HOTEL
5003,Sacred Valley,Cusco turu,HAS_ACTIVITY
5004,Sacred Valley,Lima şehir turu (Plaza Mayor ve tarihi merkez),HAS_ACTIVITY
5005,Sacred Valley,Machu Picchu ziyareti,HAS_ACTIVITY
5006,Sacred Valley,Sacred Valley gezisi,HAS_ACTIVITY
5007,Saigon,"Anantara Golden Triangle, Chiang Rai",HAS_HOTEL
5008,Saigon,Bangkok kanal turu (Thonburi Klongs) ve Chao Phraya Nehri gezisi,HAS_ACTIVITY
5009,Saigon,Bangkok şehir turu ve alışveriş aktiviteleri,HAS_ACTIVITY
5010,Saigon,"Bangkok şehir turu: Wat Arun, Wat Pho, Çin Mahallesi",HAS_ACTIVITY
5011,Saigon,Bhaya Cruise (Lan Ha Bay / Ha Long),HAS_HOTEL
5012,Saigon,"Chiang Rai’de fil sürüşü, Altın Üçgen gezisi veya yemek kursu",HAS_ACTIVITY
5013,Saigon,Ha Long (Lan Ha Bay) Bhaya özel tekne yolculuğu,HAS_ACTIVITY
5014,Saigon,Hanoi By Night turu,HAS_ACTIVITY
5015,Saigon,"Hanoi şehir turu: Ho Chi Minh Mozolesi, kazık ev, Tek Sütunlu Pagoda, Edebiyat Tapınağı",HAS_ACTIVITY
5016,Saigon,"Hanoi şehir turu: Opera Binası, Edebiyat Tapınağı, Etnoloji Müzesi, Eski Mahalle",HAS_ACTIVITY
5017,Saigon,"Mandarin Oriental, Bangkok",HAS_HOTEL
5018,Saigon,May de Cuisine Restaurant (Hanoi),HAS_RESTAURANT
5019,Saigon,Nha Trang sahil tatili ve dinlenme,HAS_ACTIVITY
5020,Saigon,Saigon şehir turu,HAS_ACTIVITY
5021,Saigon,The Market Restaurant (Vietnam),HAS_RESTAURANT
5022,Saigon,The Market Restaurant’ta Vietnam yemek kursu,HAS_ACTIVITY
5023,Saigon,Thien Canh Son Cave ziyareti,HAS_ACTIVITY
5024,Saigon,Tra Que Organic Village bisiklet turu,HAS_ACTIVITY
5025,Saigon,Westlake bölgesi turu (vintage jeep ile),HAS_ACTIVITY
5026,Saint Jean De Luz,Biarritz Gezisi,HAS_ACTIVITY
5027,Saint Jean De Luz,Cafe Iruña,HAS_RESTAURANT
5028,Saint Jean De Luz,Elkano Restaurant,HAS_RESTAURANT
5029,Saint Jean De Luz,Guggenheim Müzesi Gezisi,HAS_ACTIVITY
5030,Saint Jean De Luz,Hotel Maria Cristina,HAS_HOTEL
5031,Saint Jean De Luz,Restaurante Ilura,HAS_RESTAURANT
5032,Saint Jean De Luz,Saint Jean De Luz Gezisi,HAS_ACTIVITY
5033,Saint Jean De Luz,San Sebastian Şehir Gezisi,HAS_ACTIVITY
5034,Saint-Jean-de-Luz,Biarritz Grande Plage,HAS_ACTIVITY
5035,Saint-Jean-de-Luz,Biarritz Şehir Turu,HAS_ACTIVITY
5036,Saint-Jean-de-Luz,Bilbao Şehir Turu,HAS_ACTIVITY
5037,Saint-Jean-de-Luz,Casino Municipal - Biarritz,HAS_ACTIVITY
5038,Saint-Jean-de-Luz,Chapelle Impériale - Biarritz,HAS_ACTIVITY
5039,Saint-Jean-de-Luz,Cristóbal Balenciaga Museoa - Getaria,HAS_ACTIVITY
5040,Saint-Jean-de-Luz,Eglise Saint-Jean-Baptiste - Saint-Jean-de-Luz,HAS_ACTIVITY
5041,Saint-Jean-de-Luz,Elkano Restoran - Getaria,HAS_RESTAURANT
5042,Saint-Jean-de-Luz,Gaztetape Plajı - Getaria,HAS_ACTIVITY
5043,Saint-Jean-de-Luz,Getaria Balıkçı Köyü,HAS_ACTIVITY
5044,Saint-Jean-de-Luz,Guggenheim Müzesi - Bilbao,HAS_ACTIVITY
5045,Saint-Jean-de-Luz,Guggenheim Müzesi Restoranı - Bilbao,HAS_RESTAURANT
5046,Saint-Jean-de-Luz,Hondarribia Eski Şehir ve Surlar,HAS_ACTIVITY
5047,Saint-Jean-de-Luz,Hotel Du Palais Biarritz,HAS_HOTEL
5048,Saint-Jean-de-Luz,Hotel Du Palais Biarritz - Le Sunset,HAS_RESTAURANT
5049,Saint-Jean-de-Luz,Hotel Villa Favorita,HAS_HOTEL
5050,Saint-Jean-de-Luz,Hotel Zenit Convento San Martín,HAS_HOTEL
5051,Saint-Jean-de-Luz,Hotel de Londres y de Inglaterra,HAS_HOTEL
5052,Saint-Jean-de-Luz,Igueldo Tepesi - San Sebastián,HAS_ACTIVITY
5053,Saint-Jean-de-Luz,Kursaal Oditoryumu - San Sebastián,HAS_ACTIVITY
5054,Saint-Jean-de-Luz,La Bretxa Food Market - San Sebastián,HAS_ACTIVITY
5055,Saint-Jean-de-Luz,La Concha Plajı,HAS_ACTIVITY
5056,Saint-Jean-de-Luz,La Concha Plajı - San Sebastián,HAS_ACTIVITY
5057,Saint-Jean-de-Luz,Malkorbe Plajı - Getaria,HAS_ACTIVITY
5058,Saint-Jean-de-Luz,Miramar Sarayı - San Sebastián,HAS_ACTIVITY
5059,Saint-Jean-de-Luz,Monte Igueldo - San Sebastián,HAS_ACTIVITY
5060,Saint-Jean-de-Luz,Monte Urgull - San Sebastián,HAS_ACTIVITY
5061,Saint-Jean-de-Luz,Musée Asiatica - Biarritz,HAS_ACTIVITY
5062,Saint-Jean-de-Luz,Parte Vieja - San Sebastián,HAS_ACTIVITY
5063,Saint-Jean-de-Luz,Place Louis XIV - Saint-Jean-de-Luz,HAS_ACTIVITY
5064,Saint-Jean-de-Luz,Quai de l’Infante - Saint-Jean-de-Luz,HAS_ACTIVITY
5065,Saint-Jean-de-Luz,Rue Gambetta - Saint-Jean-de-Luz,HAS_ACTIVITY
5066,Saint-Jean-de-Luz,Rue Mazarin - Saint-Jean-de-Luz,HAS_ACTIVITY
5067,Saint-Jean-de-Luz,Saint-Jean-de-Luz Plajları,HAS_ACTIVITY
5068,Saint-Jean-de-Luz,San Sebastián Şehir Gezisi,HAS_ACTIVITY
5069,Saint-Jean-de-Luz,San Telmo Müzesi - San Sebastián,HAS_ACTIVITY
5070,Saint-Jean-de-Luz,Sanat Galerileri - Saint-Jean-de-Luz,HAS_ACTIVITY
5071,Saint-Jean-de-Luz,Victoria Eugenia Tiyatrosu - San Sebastián,HAS_ACTIVITY
5072,Saint-Jean-de-Luz,Zurriola Plajı,HAS_ACTIVITY
5073,Saint-Remy-de-Provence,Arles Luma Müzesi ziyareti,HAS_ACTIVITY
5074,Saint-Remy-de-Provence,Atelier de Cezanne ziyareti,HAS_ACTIVITY
5075,Saint-Remy-de-Provence,Carrières de Lumières ziyareti,HAS_ACTIVITY
5076,Saint-Remy-de-Provence,Château La Coste sanat ve mimari gezisi,HAS_ACTIVITY
5077,Saint-Remy-de-Provence,Fondation Vincent van Gogh Arles ziyareti,HAS_ACTIVITY
5078,Saint-Remy-de-Provence,La Luma Drum Cafe,HAS_RESTAURANT
5079,Saint-Remy-de-Provence,Les Deux Garçons,HAS_RESTAURANT
5080,Saint-Remy-de-Provence,Les Deux Garçons’da kahve molası,HAS_ACTIVITY
5081,Saint-Remy-de-Provence,Mucem Müzesi ziyareti,HAS_ACTIVITY
5082,Saint-Remy-de-Provence,Palais des Papes ziyareti,HAS_ACTIVITY
5083,Saint-Remy-de-Provence,Saint-Paul de Mausole ziyareti,HAS_ACTIVITY
5084,Saint-Rémy-de-Provence,Arles Gezisi,HAS_ACTIVITY
5085,Saint-Rémy-de-Provence,Chateau La Coste Art Tour,HAS_ACTIVITY
5086,Saint-Rémy-de-Provence,Chateau d’Estoublon,HAS_RESTAURANT
5087,Saint-Rémy-de-Provence,Gordes Gezisi,HAS_ACTIVITY
5088,Saint-Rémy-de-Provence,Les Baux-de-Provence Gezisi,HAS_ACTIVITY
