start,type,end
MAP Provence Program 31 Mart - 3 Nisan 2023,HAS_TRANSPORT,İstanbul – Marsilya uçuşu (TK1365)
MAP Provence Program 31 Mart - 3 Nisan 2023,HAS_TRANSPORT,Provence içi transferler
Marsilya,HAS_RESTAURANT,La Luma Drum Cafe
Marsilya,HAS_RESTAURANT,Les Deux Garçons
Arles,HAS_RESTAURANT,La Luma Drum Cafe
Arles,HAS_RESTAURANT,Les Deux Garçons
Jules Verne - 2 Ladies - Japan - March 2024,HAS_COUNTRY,Japonya
Jules Verne - 2 Ladies - Japan - March 2024,HAS_CITY,Tokyo
Jules Verne - 2 Ladies - Japan - March 2024,HAS_CITY,Kyoto
Jules Verne - 2 Ladies - Japan - March 2024,HAS_CITY,Naoshima
Jules Verne - 2 Ladies - Japan - March 2024,HAS_CITY,Teshima
Jules Verne - 2 Ladies - Japan - March 2024,HAS_TRANSPORT,Japonya içi transferler
Lofoten Islands - Version 2.0,HAS_COUNTRY,Norveç
Lofoten Islands - Version 2.0,HAS_CITY,Henningsvær
Lofoten Islands - Version 2.0,HAS_CITY,Svolvær
Lofoten Islands - Version 2.0,HAS_CITY,Reine
Lofoten Islands - Version 2.0,HAS_CITY,Å
Lofoten Islands - Version 2.0,HAS_TRANSPORT,İstanbul – Oslo – Svolvær uçuşu
Lofoten Islands - Version 2.0,HAS_TRANSPORT,Norveç içi transferler
Henningsvær,HAS_RESTAURANT,Restaurant Nyvågar
Svolvær,HAS_RESTAURANT,Restaurant Nyvågar
Güney Afrika 22-30 Ocak,HAS_COUNTRY,Güney Afrika
Güney Afrika 22-30 Ocak,HAS_CITY,Cape Town
Güney Afrika 22-30 Ocak,HAS_CITY,Stellenbosch
Güney Afrika 22-30 Ocak,HAS_CITY,Johannesburg
Güney Afrika 22-30 Ocak,HAS_CITY,Marataba
Güney Afrika 22-30 Ocak,HAS_SEASON,Kış
Güney Afrika 22-30 Ocak,HAS_DATE_START,2025-01-22
Güney Afrika 22-30 Ocak,HAS_DATE_END,2025-01-30
Güney Afrika 22-30 Ocak,HAS_TRANSPORT,İstanbul – Cape Town uçuşu (TK44)
Güney Afrika 22-30 Ocak,HAS_TRANSPORT,Güney Afrika içi araç kiralama ve transferler
Mardin 13-15 Ekim 2023,HAS_COUNTRY,Türkiye
Mardin 13-15 Ekim 2023,HAS_CITY,Mardin
Mardin 13-15 Ekim 2023,HAS_CITY,Midyat
Mardin 13-15 Ekim 2023,HAS_TRANSPORT,İstanbul – Mardin uçuşu (TK2674)
Mardin 13-15 Ekim 2023,HAS_TRANSPORT,Mardin içi transferler
Meksika 06-16 Aralık 2023,HAS_COUNTRY,Meksika
Meksika 06-16 Aralık 2023,HAS_CITY,Mexico City
Meksika 06-16 Aralık 2023,HAS_CITY,Mérida
Meksika 06-16 Aralık 2023,HAS_CITY,Tulum
Meksika 06-16 Aralık 2023,HAS_SEASON,Kış
Meksika 06-16 Aralık 2023,HAS_DATE_START,2023-12-06
Meksika 06-16 Aralık 2023,HAS_DATE_END,2023-12-16
Meksika 06-16 Aralık 2023,HAS_TRANSPORT,İstanbul – Mexico City uçuşu (TK184)
Meksika 06-16 Aralık 2023,HAS_TRANSPORT,Meksika içi transferler
Mexico City,HAS_HOTEL,Hotel Rosas
Mérida,HAS_HOTEL,Hotel Rosas
Mendi Family - Kenya 25-29 Aralık,HAS_COUNTRY,Kenya
Mendi Family - Kenya 25-29 Aralık,HAS_CITY,Nairobi
Mendi Family - Kenya 25-29 Aralık,HAS_CITY,Masai Mara
Mendi Family - Kenya 25-29 Aralık,HAS_SEASON,Kış
Mendi Family - Kenya 25-29 Aralık,HAS_DATE_START,2025-12-25
Mendi Family - Kenya 25-29 Aralık,HAS_DATE_END,2025-12-29
Mendi Family - Kenya 25-29 Aralık,HAS_TRANSPORT,İstanbul – Nairobi uçuşu (TK607)
Mendi Family - Kenya 25-29 Aralık,HAS_TRANSPORT,Air Kenya iç hat uçuşu
Mendi Family - Kenya 25-29 Aralık,HAS_TRANSPORT,Kenya içi transferler
Nairobi,HAS_HOTEL,Emara Ole Sereni Hotel
Masai Mara,HAS_HOTEL,Emara Ole Sereni Hotel
Mevzun Vietnam Kamboçya 2016,HAS_COUNTRY,Vietnam
Mevzun Vietnam Kamboçya 2016,HAS_COUNTRY,Kamboçya
Mevzun Vietnam Kamboçya 2016,HAS_CITY,Hanoi
Mevzun Vietnam Kamboçya 2016,HAS_CITY,Halong
Mevzun Vietnam Kamboçya 2016,HAS_CITY,Hoi An
Mevzun Vietnam Kamboçya 2016,HAS_CITY,Ho Chi Minh City
Mevzun Vietnam Kamboçya 2016,HAS_CITY,Siem Reap
Mevzun Vietnam Kamboçya 2016,HAS_TRANSPORT,İstanbul – Bangkok – Vietnam uçuşları (THY 69)
Mevzun Vietnam Kamboçya 2016,HAS_TRANSPORT,Vietnam içi transferler
Mevzun Vietnam Kamboçya 2016,HAS_TRANSPORT,Bangkok – İstanbul dönüş uçuşu (THY 69)
Hanoi,HAS_HOTEL,Park Hyatt Saigon
Hanoi,HAS_HOTEL,Intercontinental Danang
Hanoi,HAS_HOTEL,Sofitel Legend Metropole Hanoi
Hanoi,HAS_HOTEL,Paradise Luxury Halong
Halong,HAS_HOTEL,Park Hyatt Saigon
Halong,HAS_HOTEL,Intercontinental Danang
Halong,HAS_HOTEL,Sofitel Legend Metropole Hanoi
Halong,HAS_HOTEL,Paradise Luxury Halong
Mevzun Çifçi Hindistan 2024,HAS_COUNTRY,Hindistan
Mevzun Çifçi Hindistan 2024,HAS_CITY,Delhi
Mevzun Çifçi Hindistan 2024,HAS_CITY,Jaipur
Mevzun Çifçi Hindistan 2024,HAS_CITY,Udaipur
Mevzun Çifçi Hindistan 2024,HAS_CITY,Jodhpur
Mevzun Çifçi Hindistan 2024,HAS_CITY,Mumbai
Mevzun Çifçi Hindistan 2024,HAS_TRANSPORT,İstanbul – Delhi uçuşu (TK716)
Mevzun Çifçi Hindistan 2024,HAS_TRANSPORT,Hindistan içi uçuşlar ve transferler
Mine Bahadır Japonya - Tayland Programı,HAS_COUNTRY,Japonya
Mine Bahadır Japonya - Tayland Programı,HAS_COUNTRY,Tayland
Mine Bahadır Japonya - Tayland Programı,HAS_CITY,Tokyo
Mine Bahadır Japonya - Tayland Programı,HAS_CITY,Kyoto
Mine Bahadır Japonya - Tayland Programı,HAS_CITY,Ise Shima
Mine Bahadır Japonya - Tayland Programı,HAS_CITY,Chiang Rai
Mine Bahadır Japonya - Tayland Programı,HAS_CITY,Chiang Mai
Mine Bahadır Japonya - Tayland Programı,HAS_CITY,Phuket
Mine Bahadır Japonya - Tayland Programı,HAS_TRANSPORT,İstanbul – Tokyo uçuşu
Mine Bahadır Japonya - Tayland Programı,HAS_TRANSPORT,Japonya içi transferler
Mine Bahadır Japonya - Tayland Programı,HAS_TRANSPORT,Tayland içi transferler
Murat Bilgin 28 Eylül - 9 Ekim 2023 Güney Afrika,HAS_COUNTRY,Güney Afrika
Murat Bilgin 28 Eylül - 9 Ekim 2023 Güney Afrika,HAS_CITY,Johannesburg
Murat Bilgin 28 Eylül - 9 Ekim 2023 Güney Afrika,HAS_CITY,Cape Town
Murat Bilgin 28 Eylül - 9 Ekim 2023 Güney Afrika,HAS_CITY,Stellenbosch
Murat Bilgin 28 Eylül - 9 Ekim 2023 Güney Afrika,HAS_CITY,Franschhoek
Murat Bilgin 28 Eylül - 9 Ekim 2023 Güney Afrika,HAS_CITY,Sabi Sabi
Murat Bilgin 28 Eylül - 9 Ekim 2023 Güney Afrika,HAS_TRANSPORT,İstanbul – Johannesburg uçuşu (TK42)
Murat Bilgin 28 Eylül - 9 Ekim 2023 Güney Afrika,HAS_TRANSPORT,Güney Afrika içi transferler
Johannesburg,HAS_HOTEL,Four Seasons Hotel The Westcliff
Cape Town,HAS_HOTEL,Four Seasons Hotel The Westcliff
Johannesburg,HAS_RESTAURANT,Delaire Graff
Cape Town,HAS_RESTAURANT,Delaire Graff
Myanmar 2017 Mevzun Çiftçi,HAS_COUNTRY,Myanmar
Myanmar 2017 Mevzun Çiftçi,HAS_COUNTRY,Tayland
Myanmar 2017 Mevzun Çiftçi,HAS_CITY,Yangon
Myanmar 2017 Mevzun Çiftçi,HAS_CITY,Mandalay
Myanmar 2017 Mevzun Çiftçi,HAS_CITY,Bagan
Myanmar 2017 Mevzun Çiftçi,HAS_CITY,Inle Lake
Myanmar 2017 Mevzun Çiftçi,HAS_CITY,Bangkok
Myanmar 2017 Mevzun Çiftçi,HAS_TRANSPORT,İstanbul – Yangon uçuşu
Myanmar 2017 Mevzun Çiftçi,HAS_TRANSPORT,Myanmar içi transferler
Myanmar 2017 Mevzun Çiftçi,HAS_TRANSPORT,Bangkok – İstanbul uçuşu (THY69)
Yangon,HAS_HOTEL,Belmond Road to Mandalay Cruise
Mandalay,HAS_HOTEL,Belmond Road to Mandalay Cruise
SUMMER EUROPE 2025,HAS_COUNTRY,FRANCE
SUMMER EUROPE 2025,HAS_COUNTRY,ITALY
SUMMER EUROPE 2025,HAS_CITY,PARIS
SUMMER EUROPE 2025,HAS_CITY,ROME
SUMMER EUROPE 2025,HAS_TRANSPORT,PLANE
SUMMER EUROPE 2025,HAS_TRANSPORT,TRAIN
PARIS,HAS_HOTEL,HOTEL LUMIERE
PARIS,HAS_HOTEL,ROMA SUITES
ROME,HAS_HOTEL,HOTEL LUMIERE
ROME,HAS_HOTEL,ROMA SUITES
PARIS,HAS_RESTAURANT,LE BISTRO
PARIS,HAS_RESTAURANT,TRATTORIA ROMANA
ROME,HAS_RESTAURANT,LE BISTRO
ROME,HAS_RESTAURANT,TRATTORIA ROMANA
SUMMER EUROPE 2024,HAS_COUNTRY,FRANCE
SUMMER EUROPE 2024,HAS_COUNTRY,ITALY
SUMMER EUROPE 2024,HAS_CITY,PARIS
SUMMER EUROPE 2024,HAS_CITY,ROME
SUMMER EUROPE 2024,HAS_TRANSPORT,PLANE
SUMMER EUROPE 2024,HAS_TRANSPORT,TRAIN
BALKANS 2025,HAS_COUNTRY,TURKEY
BALKANS 2025,HAS_COUNTRY,BULGARIA
BALKANS 2025,HAS_COUNTRY,NORTH MACEDONIA
BALKANS 2025,HAS_CITY,"['ISTANBUL', 'SOFIA']"
BALKANS 2025,HAS_CITY,['SKOPJE']
BALKANS 2025,HAS_TRANSPORT,BUS
ROME ANCIENT 2024,HAS_COUNTRY,ITALY
ROME ANCIENT 2024,HAS_CITY,ROME
ROME ANCIENT 2024,HAS_TRANSPORT,TRAIN
ROME ANCIENT 2024,HAS_TRANSPORT,METRO
ROME,HAS_HOTEL,FORUM INN
ROME,HAS_RESTAURANT,TRASTEVERE TRATTORIA
CAPPADOCIA DREAM 2023,HAS_COUNTRY,TURKEY
CAPPADOCIA DREAM 2023,HAS_CITY,GOREME
CAPPADOCIA DREAM 2023,HAS_CITY,ISTANBUL
CAPPADOCIA DREAM 2023,HAS_TRANSPORT,PLANE
CAPPADOCIA DREAM 2023,HAS_TRANSPORT,BUS
GOREME,HAS_HOTEL,GOREME CAVE HOTEL
GOREME,HAS_HOTEL,SULTANAHMET INN
URGUP,HAS_HOTEL,GOREME CAVE HOTEL
URGUP,HAS_HOTEL,SULTANAHMET INN
GOREME,HAS_RESTAURANT,MEZE HOUSE
GOREME,HAS_RESTAURANT,KONYALI RESTAURANT
URGUP,HAS_RESTAURANT,MEZE HOUSE
URGUP,HAS_RESTAURANT,KONYALI RESTAURANT
BALKANS LOOP 2025,HAS_COUNTRY,TURKEY
BALKANS LOOP 2025,HAS_COUNTRY,BULGARIA
BALKANS LOOP 2025,HAS_COUNTRY,NORTH MACEDONIA
BALKANS LOOP 2025,HAS_CITY,"['ISTANBUL', 'SOFIA']"
BALKANS LOOP 2025,HAS_CITY,['SKOPJE']
BALKANS LOOP 2025,HAS_TRANSPORT,BUS
LONDON HIGHLIGHTS 2024,HAS_COUNTRY,UNITED KINGDOM
LONDON HIGHLIGHTS 2024,HAS_CITY,LONDON
LONDON HIGHLIGHTS 2024,HAS_TRANSPORT,UNDERGROUND
LONDON,HAS_HOTEL,SOUTHBANK HOTEL
LONDON,HAS_RESTAURANT,DISHOOM
NEW YORK CLASSICS 2024,HAS_COUNTRY,UNITED STATES
NEW YORK CLASSICS 2024,HAS_CITY,NEW YORK
NEW YORK CLASSICS 2024,HAS_TRANSPORT,SUBWAY
NEW YORK,HAS_HOTEL,MIDTOWN INN
NEW YORK,HAS_RESTAURANT,SHAKE SHACK
TOKYO ESSENTIALS 2025,HAS_COUNTRY,JAPAN
TOKYO ESSENTIALS 2025,HAS_CITY,TOKYO
TOKYO ESSENTIALS 2025,HAS_TRANSPORT,METRO
TOKYO ESSENTIALS 2025,HAS_TRANSPORT,BUS
TOKYO,HAS_HOTEL,SHIBUYA HOTEL
TOKYO,HAS_RESTAURANT,SUSHI BAR
KYOTO TEMPLES 2025,HAS_COUNTRY,JAPAN
KYOTO TEMPLES 2025,HAS_CITY,KYOTO
KYOTO TEMPLES 2025,HAS_TRANSPORT,JR
KYOTO TEMPLES 2025,HAS_TRANSPORT,BUS
KYOTO TEMPLES 2025,HAS_TRANSPORT,METRO
KYOTO,HAS_HOTEL,GION RYOKAN
KYOTO,HAS_RESTAURANT,UDON HOUSE
BARCELONA ARCHITECTURE 2024,HAS_COUNTRY,SPAIN
BARCELONA ARCHITECTURE 2024,HAS_CITY,BARCELONA
BARCELONA ARCHITECTURE 2024,HAS_TRANSPORT,METRO
BARCELONA ARCHITECTURE 2024,HAS_TRANSPORT,BUS
BARCELONA,HAS_HOTEL,EIXAMPLE HOTEL
BARCELONA,HAS_RESTAURANT,TAPAS BAR
GAUDI WEEKEND 2025,HAS_COUNTRY,SPAIN
GAUDI WEEKEND 2025,HAS_CITY,BARCELONA
GAUDI WEEKEND 2025,HAS_TRANSPORT,METRO
ISTANBUL CLASSICS 2024,HAS_COUNTRY,TURKEY
ISTANBUL CLASSICS 2024,HAS_CITY,ISTANBUL
ISTANBUL CLASSICS 2024,HAS_TRANSPORT,PLANE
ISTANBUL CLASSICS 2024,HAS_TRANSPORT,METRO
ISTANBUL,HAS_HOTEL,SULTANAHMET INN
ISTANBUL,HAS_RESTAURANT,KONYALI RESTAURANT
CAPPADOCIA DREAM 2023,HAS_CITY,URGUP
CAPPADOCIA DREAM 2023,HAS_TRANSPORT,SHUTTLE
ROME ANTIQUITY 2024,HAS_COUNTRY,ITALY
ROME ANTIQUITY 2024,HAS_CITY,ROME
ROME ANTIQUITY 2024,HAS_TRANSPORT,TRAIN
ROME ANTIQUITY 2024,HAS_TRANSPORT,METRO
ISTANBUL & CAPPADOCIA 2023,HAS_COUNTRY,TURKEY
ISTANBUL & CAPPADOCIA 2023,HAS_CITY,ISTANBUL
ISTANBUL & CAPPADOCIA 2023,HAS_CITY,GOREME
ISTANBUL & CAPPADOCIA 2023,HAS_TRANSPORT,PLANE
ISTANBUL & CAPPADOCIA 2023,HAS_TRANSPORT,SHUTTLE
ISTANBUL,HAS_HOTEL,GOREME CAVE HOTEL
ISTANBUL,HAS_RESTAURANT,MEZE HOUSE
ISTANBUL HERITAGE WEEKEND 2025,HAS_COUNTRY,TURKEY
ISTANBUL HERITAGE WEEKEND 2025,HAS_CITY,ISTANBUL
ISTANBUL HERITAGE WEEKEND 2025,HAS_TRANSPORT,PLANE
ISTANBUL HERITAGE WEEKEND 2025,HAS_TRANSPORT,TRAM
NEW YORK CITY 2024,HAS_COUNTRY,UNITED STATES
NEW YORK CITY 2024,HAS_CITY,NEW YORK
NEW YORK CITY 2024,HAS_TRANSPORT,SUBWAY
NEW YORK,HAS_HOTEL,MIDTOWN HOTEL
LONDON ARCHITECTURE TOUR 2024,HAS_COUNTRY,UNITED KINGDOM
LONDON ARCHITECTURE TOUR 2024,HAS_CITY,LONDON
LONDON ARCHITECTURE TOUR 2024,HAS_TRANSPORT,UNDERGROUND
LONDON ARCHITECTURE TOUR 2024,HAS_TRANSPORT,BUS
LONDON,HAS_HOTEL,RIVERBANK HOTEL
LONDON,HAS_RESTAURANT,TRAFALGAR RESTAURANT
BALKAN CULTURE TOUR 2025,HAS_COUNTRY,TURKEY
BALKAN CULTURE TOUR 2025,HAS_COUNTRY,BULGARIA
BALKAN CULTURE TOUR 2025,HAS_COUNTRY,NORTH MACEDONIA
BALKAN CULTURE TOUR 2025,HAS_CITY,"['ISTANBUL', 'SOFIA']"
BALKAN CULTURE TOUR 2025,HAS_CITY,['SKOPJE']
BALKAN CULTURE TOUR 2025,HAS_TRANSPORT,BUS
SUMMER GREECE 2025,HAS_COUNTRY,GREECE
SUMMER GREECE 2025,HAS_CITY,ATHENS
SUMMER GREECE 2025,HAS_CITY,THESSALONIKI
SUMMER GREECE 2025,HAS_TRANSPORT,PLANE
SUMMER GREECE 2025,HAS_TRANSPORT,BUS
ATHENS,HAS_HOTEL,ATHENS PLAZA HOTEL
ATHENS,HAS_HOTEL,THESSALONIKI INN
THESSALONIKI,HAS_HOTEL,ATHENS PLAZA HOTEL
THESSALONIKI,HAS_HOTEL,THESSALONIKI INN
ATHENS,HAS_RESTAURANT,TAVERNAS
THESSALONIKI,HAS_RESTAURANT,TAVERNAS
ITALY CLASSICS 2024,HAS_COUNTRY,ITALY
ITALY CLASSICS 2024,HAS_CITY,ROME
ITALY CLASSICS 2024,HAS_CITY,VENICE
ITALY CLASSICS 2024,HAS_TRANSPORT,TRAIN
ITALY CLASSICS 2024,HAS_TRANSPORT,BOAT
ROME,HAS_HOTEL,VENICE SUITES
VENICE,HAS_HOTEL,FORUM INN
VENICE,HAS_HOTEL,VENICE SUITES
VENICE,HAS_RESTAURANT,TRATTORIA ROMANA
PARIS MUSEUM TOUR 2024,HAS_COUNTRY,FRANCE
PARIS MUSEUM TOUR 2024,HAS_CITY,PARIS
PARIS MUSEUM TOUR 2024,HAS_TRANSPORT,METRO
PARIS,HAS_HOTEL,MARAIS HOTEL
PARIS,HAS_RESTAURANT,LEON DE BRUXELLES
ISTANBUL CLASSICS 2024,HAS_TRANSPORT,TRAM
TURKEY TOUR 2024,HAS_COUNTRY,TURKEY
TURKEY TOUR 2024,HAS_CITY,CAPPADOCIA
TURKEY TOUR 2024,HAS_CITY,ISTANBUL
TURKEY TOUR 2024,HAS_TRANSPORT,PLANE
TURKEY TOUR 2024,HAS_TRANSPORT,SHUTTLE
CAPPADOCIA,HAS_HOTEL,GOREME CAVE HOTEL
CAPPADOCIA,HAS_RESTAURANT,MEZE HOUSE
EUROPE CLASSICS 2025,HAS_COUNTRY,FRANCE
EUROPE CLASSICS 2025,HAS_COUNTRY,ITALY
EUROPE CLASSICS 2025,HAS_COUNTRY,SPAIN
EUROPE CLASSICS 2025,HAS_CITY,PARIS
EUROPE CLASSICS 2025,HAS_CITY,ROME
EUROPE CLASSICS 2025,HAS_CITY,BARCELONA
EUROPE CLASSICS 2025,HAS_TRANSPORT,PLANE
EUROPE CLASSICS 2025,HAS_TRANSPORT,TRAIN
EUROPE CLASSICS 2025,HAS_TRANSPORT,METRO
PARIS,HAS_HOTEL,FORUM INN
PARIS,HAS_HOTEL,EIXAMPLE HOTEL
ROME,HAS_HOTEL,EIXAMPLE HOTEL
PARIS,HAS_RESTAURANT,TAPAS BAR
ROME,HAS_RESTAURANT,TAPAS BAR
PARIS CITY BREAK 2024,HAS_COUNTRY,FRANCE
PARIS CITY BREAK 2024,HAS_CITY,PARIS
PARIS CITY BREAK 2024,HAS_TRANSPORT,METRO
Buenos Aires,HAS_ACTIVITY,Buenos Aires Modern Sanat Müzesi
Buenos Aires,HAS_ACTIVITY,Plaza de Mayo - Buenos Aires
Buenos Aires,HAS_ACTIVITY,Tango Gösterisi - Buenos Aires
Cape Horn,HAS_ACTIVITY,Cape Horn
Magdalena Adası,HAS_ACTIVITY,Magdalena Adası
Santiago,HAS_ACTIVITY,Santiago Katedrali
İzlanda,HAS_ACTIVITY,Blue Lagoon
İzlanda,HAS_ACTIVITY,Fjallsárlón Glacier Lagoon
İzlanda,HAS_ACTIVITY,Goðafoss Şelalesi
İzlanda,HAS_ACTIVITY,Ice Cave
İzlanda,HAS_ACTIVITY,Jökulsárlón Glacier Lagoon
İzlanda,HAS_ACTIVITY,Kerid Crater Lake
İzlanda,HAS_ACTIVITY,Skaftafell National Park
İzlanda,HAS_ACTIVITY,Svartifoss Şelalesi
Cape Town,HAS_ACTIVITY,Bo-Kaap Mahallesi
Cape Town,HAS_ACTIVITY,Boulders Beach - Penguenler
Cape Town,HAS_ACTIVITY,Camps Bay Plajı
Cape Town,HAS_ACTIVITY,Cape Point
Cape Town,HAS_ACTIVITY,Cape Town & Masa Dağı Gezisi
Cape Town,HAS_ACTIVITY,Cape Town Belediye Binası
Cape Town,HAS_ACTIVITY,Cape Town Graffiti Street Art Turu
Cape Town,HAS_ACTIVITY,Cape Town V&A Waterfront gezisi
Cape Town,HAS_ACTIVITY,Cape Town Şehir Gezisi
Cape Town,HAS_ACTIVITY,Cape Town şehir turu
Cape Town,HAS_ACTIVITY,Cape Town şehir turu ve çevre gezileri
Cape Town,HAS_ACTIVITY,Chapman’s Peak Drive
Cape Town,HAS_ACTIVITY,Franschhoek
Cape Town,HAS_ACTIVITY,Hout Bay & Seal Island
Cape Town,HAS_ACTIVITY,Iziko Güney Afrika Müzesi ve Planetaryum
Cape Town,HAS_ACTIVITY,Masa Dağı (Table Mountain)
Cape Town,HAS_ACTIVITY,Stellenbosch Vadisi Şarap Bağları
Cape Town,HAS_ACTIVITY,V&A Waterfront
Cape Town,HAS_ACTIVITY,Ümit Burnu Kalesi
Stellenbosch,HAS_ACTIVITY,Franschhoek ve Stellenbosch şarap bağları gezisi
Stellenbosch,HAS_ACTIVITY,Stellenbosch Şarap Evleri
Stellenbosch,HAS_ACTIVITY,Stellenbosch şarap bağları gezisi
Stellenbosch,HAS_ACTIVITY,Stellenbosch şarap bağları turu
Franschhoek,HAS_ACTIVITY,Franschhoek Motor Müzesi
Franschhoek,HAS_ACTIVITY,Franschhoek Şarap Bağları
Franschhoek,HAS_ACTIVITY,Franschhoek Şarap Bağları ve Galeriler
Kimberley,HAS_ACTIVITY,Kimberley Diamond Mine & Big Hole
Serengeti,HAS_ACTIVITY,Serengeti Ulusal Parkı Safari
Barcelona,HAS_ACTIVITY,Casa Milà
Barcelona,HAS_ACTIVITY,Gotik Mahallesi
Barcelona,HAS_ACTIVITY,La Sagrada Familia
Barcelona,HAS_ACTIVITY,Park Güell
Barcelona,HAS_ACTIVITY,Plaza Catalunya
Biarritz,HAS_ACTIVITY,Biarritz Gezisi
Biarritz,HAS_ACTIVITY,Biarritz Grande Plage
Biarritz,HAS_ACTIVITY,Biarritz Şehir Turu
Biarritz,HAS_ACTIVITY,Casino Municipal - Biarritz
Biarritz,HAS_ACTIVITY,Chapelle Impériale - Biarritz
Biarritz,HAS_ACTIVITY,Musée Asiatica - Biarritz
Saint Jean De Luz,HAS_ACTIVITY,Saint Jean De Luz Gezisi
San Sebastian,HAS_ACTIVITY,San Sebastian Şehir Gezisi
Auckland,HAS_ACTIVITY,Auckland Şehir Gezisi
Queenstown,HAS_ACTIVITY,Queenstown Panoramik Gezisi
Sydney,HAS_ACTIVITY,Botanik Bahçeleri - Sydney
Sydney,HAS_ACTIVITY,Hyde Park Barracks - Sydney
Sydney,HAS_ACTIVITY,Sydney Harbour Bridge
Sydney,HAS_ACTIVITY,Sydney Harbour Tekne Turu & Havai Fişek Gösterisi
Sydney,HAS_ACTIVITY,Sydney Köprüsü
Sydney,HAS_ACTIVITY,Sydney Opera Binası
Sydney,HAS_ACTIVITY,Sydney Opera Binası & Harbour Bridge
Sydney,HAS_ACTIVITY,Sydney Opera House
Sydney,HAS_ACTIVITY,Ulusal Müze - Sydney
Bergen,HAS_ACTIVITY,Bergen Market Square & Balık Pazarı
Flåm,HAS_ACTIVITY,Flåm Railway Museum
Oslo,HAS_ACTIVITY,Oslo Opera Binası
Livingstone,HAS_ACTIVITY,David Livingstone Müzesi
Teshima,HAS_ACTIVITY,Teshima Sanat Müzesi
Teshima,HAS_ACTIVITY,Teshima Yokoo Evi
Luxor,HAS_ACTIVITY,Luxor East Bank Gezisi
Luxor,HAS_ACTIVITY,Luxor Tapınağı
Ravello,HAS_ACTIVITY,Ravello - Villa Cimbrone Bahçesi
Ravello,HAS_ACTIVITY,Ravello - Villa Rufolo
Pompei,HAS_ACTIVITY,Pompei Antik Kenti
Pompei,HAS_ACTIVITY,Pompei Şehri Ziyareti
Napoli,HAS_ACTIVITY,Duomo di Napoli
Napoli,HAS_ACTIVITY,Napoli Tarihi Merkezi
Napoli,HAS_ACTIVITY,Napoli Şehri Gezisi
Amalfi,HAS_ACTIVITY,Amalfi Kasabası Gezisi
Amalfi,HAS_ACTIVITY,Tam Gün Tekne Gezisi
Sorrento,HAS_ACTIVITY,Sorrento Gezisi
Sorrento,HAS_ACTIVITY,Sorrento Peninsula Arkeoloji Müzesi
Amboise,HAS_ACTIVITY,Amboise Şatosu
Blois,HAS_ACTIVITY,Château de Blois
Loire,HAS_ACTIVITY,Loire Vadisi Balon Turu
Loire,HAS_ACTIVITY,Loire Vadisi Şarap Bağları
Tours,HAS_ACTIVITY,Tours Şehri Gezisi
Brugge,HAS_ACTIVITY,Brugge Gezisi
Gent,HAS_ACTIVITY,Gent Gezisi
Hallstatt,HAS_ACTIVITY,Hallstatt Gezisi
St Wolfgang,HAS_ACTIVITY,Atlı Kızak Turu (St Wolfgang)
Salzburg,HAS_ACTIVITY,Salzburg Kalesi
Berchtesgaden,HAS_ACTIVITY,Salzbergwerk Berchtesgaden
Belgrad,HAS_ACTIVITY,Belgrad Şehir Gezisi
Karlofca,HAS_ACTIVITY,Karlofca Gezisi
Novi Sad,HAS_ACTIVITY,Novi Sad Gezisi
Efes,HAS_ACTIVITY,Efes Antik Kenti
Şirince,HAS_ACTIVITY,Şirince Köyü
Şirince,HAS_ACTIVITY,Şirince Çarşısı
Inverness,HAS_ACTIVITY,Inverness Kalesi
Inverness,HAS_ACTIVITY,Inverness Müzesi ve Sanat Galerisi
Chiang Rai,HAS_ACTIVITY,Chiang Rai Gezisi
Chiang Rai,HAS_ACTIVITY,Chiang Rai fil kampı ziyareti
Chiang Rai,HAS_ACTIVITY,"Chiang Rai’de fil sürüşü, Altın Üçgen gezisi veya yemek kursu"
Bangkok,HAS_ACTIVITY,Bangkok Kanalları Gezisi
Bangkok,HAS_ACTIVITY,Bangkok kanal turu (Thonburi Klongs) ve Chao Phraya Nehri gezisi
Bangkok,HAS_ACTIVITY,Bangkok Şehir Gezisi
Bangkok,HAS_ACTIVITY,Bangkok şehir turu
Bangkok,HAS_ACTIVITY,Bangkok şehir turu ve alışveriş aktiviteleri
Bangkok,HAS_ACTIVITY,"Bangkok şehir turu: Wat Arun, Wat Pho, Çin Mahallesi"
Bangkok,HAS_ACTIVITY,Bangkok’ta Grand Palace & Wat Phra Kaew ziyareti
Bangkok,HAS_ACTIVITY,Damnoen Saduak yüzen pazar ziyareti (Bangkok)
Bangkok,HAS_ACTIVITY,Grand Palace & Wat Phra Kaew - Bangkok
Bangkok,HAS_ACTIVITY,Pak Khlong Talat Çiçek Pazarı - Bangkok
Bangkok,HAS_ACTIVITY,Royal Barge Ulusal Müzesi - Bangkok
Bangkok,HAS_ACTIVITY,Wang Lang Market - Bangkok
Bangkok,HAS_ACTIVITY,Wat Arun Tapınakları - Bangkok
Bangkok,HAS_ACTIVITY,Wat Pho Tapınağı - Bangkok
Bangkok,HAS_ACTIVITY,Wat Suthat Tapınağı - Bangkok
Bangkok,HAS_ACTIVITY,Çiçek Kültürü Müzesi - Bangkok
Hakone,HAS_ACTIVITY,Hakone Açık Hava Müzesi
Hakone,HAS_ACTIVITY,Hakone Açık Hava Müzesi ziyareti
